chromosome	start	end	entrezid
HSCHR6_MHC_MCF	29364201	29365233	26529
5	1253262	1295184	7015
1	74663896	74699770	8790
16	4511681	4545764	57407
HSCHR6_MHC_MCF	29384851	29408511	442194
HSCHR5_1_CTG1	68898377	68954986	4671
3	52444673	52457657	51533
19	11432722	11456946	9545
4	123073488	123283913	84162
5	123972608	124084500	57507
10	60094735	60130513	7321
9	139834887	139839148	54461
HG348_PATCH	94695787	94706777	51503
HSCHR6_MHC_MCF	29393060	29424633	26531
9	71939488	72007371	9413
15	74287014	74340153	5371
11	27352374	27385415	91057
18	77794358	77806397	79863
12	121124672	121139667	9761
HSCHR6_MHC_MCF	29424743	29431890	26716
2	128458596	128568761	84826
2	128458596	128568761	55339
7	8008425	8133902	113263
11	118398187	118401912	143941
4	2743375	2758103	79155
6	84743475	84800600	112609
HSCHR6_MHC_SSTO	29624456	29639844	4340
HSCHR6_MHC_MCF	29454259	29455523	116511
19	11453452	11457194	374882
3	46919236	46945287	5745
2	74641304	74648718	388963
9	72042446	72287222	320
18	9136226	9285983	23253
16	74485856	74641012	2734
9	139839698	139841426	733
12	121148238	121161443	84747
2	85825671	85830319	129303
11	27387508	27494322	55366
1	74663919	75009666	51086
12	51785101	51902980	9498
18	77866915	77905406	22850
HG348_PATCH	94706846	94732679	55693
14	69517598	69619867	8816
6	31949801	31970458	720
13	98794816	99102027	10160
6	84833960	84937353	22832
HG348_PATCH	94758423	94760761	390245
2	99215773	99224978	493753
HSCHR6_MHC_DBB	31626644	31634001	80741
4	38614322	38666504	79667
8	7738726	7740186	414325
12	103981051	104160505	55576
9	72324438	72374875	375743
2	74648805	74652882	84058
9	139844003	139849949	286256
8	7752151	7754233	1673
2	10182976	10194963	8462
16	47111614	47177908	81831
16	4524691	4560348	3163
5	172385732	172396774	51121
2	99225042	99234978	25972
8	23127633	23153792	203069
12	10977916	10978957	50839
18	9334765	9402418	57045
15	45923346	45983492	58472
12	11033610	11036854	5554
14	45584803	45604522	2287
12	11060525	11062161	50838
9	72435709	72521148	138255
8	8175258	8244008	157285
2	208576264	208626563	151195
12	11081835	11084940	5555
12	11081835	11084940	5554
1	153954127	153958834	5872
5	49692026	49739082	133418
8	8559448	8561616	137075
7	44915896	44924960	5814
18	9475007	9538114	10928
3	52467069	52479101	56920
8	8640864	8751155	9258
4	41361624	41702061	22998
11	118401756	118417995	84866
7	8152814	8302317	3382
12	121163538	121177811	35
3	148709128	148745419	2992
7	100303676	100305118	10248
1	74663947	75010112	51086
HSCHR6_MHC_MANN	31665567	31668042	57827
6	112391980	112408732	51175
9	139871956	139879887	5730
10	74927924	75004262	317662
9	72658497	72841886	256691
19	35771619	35776046	57817
7	100318423	100321323	2056
19	50179043	50192286	3276
12	11090005	11324172	50840
3	183903811	183911800	55324
19	11455360	11465620	126075
1	228581374	228594541	81559
13	98828039	98829519	140432
20	25433341	25566153	22981
7	45002261	45018697	64005
8	8859657	8974256	90459
12	11138512	11139511	259296
6	56819773	56892140	221336
12	11149094	11150474	259295
HSCHR6_MHC_MANN	31668499	31673553	7918
12	11174218	11175219	259294
X	55026790	55035490	27301
11	71791382	71821828	220074
12	11182986	11184006	259290
12	11213964	11214893	259292
HSCHR5_1_CTG1	68969494	68998376	6607
HSCHR5_1_CTG1	68969494	68998376	6606
12	11243886	11244912	259289
12	11285557	11287243	259293
18	77915115	78005429	84552
9	139876356	139880862	401562
12	11338599	11339543	353164
16	4560676	4588829	29965
12	121200313	121342174	121665
10	97423158	97453900	26123
19	35783028	35804707	4099
9	139886870	139888436	286257
5	172410760	172462448	8992
9	72873937	72969804	23137
5	148931510	149014531	389337
1	228595641	228604562	51127
17	62015914	62050278	6329
13	99102455	99230194	8428
20	25593571	25604811	140838
3	78646390	79816965	6091
9	139889087	139891255	9022
14	69658228	69709075	55218
21	47518011	47552763	1292
HSCHR6_MHC_MANN	31672506	31677613	1460
17	10583654	10601692	6341
20	25654851	25677477	26152
16	4606491	4650715	342346
11	27516123	27528320	55327
12	58017193	58027138	2583
5	172483355	172566291	153222
10	48355024	48373866	118738
1	75033795	75139422	127254
9	72999503	73029540	687
1	28285973	28294607	55113
HSCHR6_MHC_DBB	31636901	31653368	7920
17	56597611	56618179	5414
1	228612546	228613026	8290
20	25744102	25848861	100133121
20	25744102	25848861	100132948
20	25744102	25848861	548321
16	47188298	47498060	81533
1	228645065	228645560	92815
16	4658884	4665028	124402
6	30038043	30043664	80352
HSCHR6_MHC_MCF	29523204	29600766	2550
1	228645808	228646259	128312
17	10600911	10614550	56985
4	2794750	2842825	6452
12	11418857	11422739	5544
HSCHR6_MHC_COX	32894248	32899682	3111
1	228674762	228683467	149603
2	99235569	99347589	11320
14	23242431	23299029	9056
3	52485118	52488086	7134
6	112408802	112423993	619208
1	153963235	153964626	6232
14	45605143	45670093	57697
11	27676440	27743605	627
1	228870824	228882416	58480
2	10196907	10221071	192668
HSCHR6_MHC_MANN	31677649	31680816	58496
17	10602332	10633633	388335
17	28884130	28890511	26083
13	99336055	99404908	6564
HSCHR6_MHC_MANN	31683954	31691310	80741
8	145635126	145642279	55630
1	75171170	75199092	1429
2	220074490	220083712	10058
17	79993012	79995608	51181
17	74372665	74383941	8877
1	229406822	229441641	10638
1	229406822	229441641	5867
1	28296855	28415207	2140
2	74652963	74669549	6242
15	74362198	74374891	653643
15	74362198	74374891	653641
15	74362198	74374891	342096
15	74362198	74374891	55889
19	50191921	50193832	199800
HSCHR6_MHC_SSTO	29639864	29658187	346171
19	11466062	11476374	64748
2	10262455	10271545	6241
17	62075711	62081664	92340
20	29845467	29847435	245929
1	229440129	229441248	10638
20	29891015	29896388	245930
19	35810164	35838258	933
2	208627310	208634287	7855
20	29956421	29961726	117285
12	1929433	1945918	654429
3	21459915	22414812	79750
1	229456758	229479041	126731
20	29964967	29978406	245932
18	9546789	9615238	9989
10	48381487	48390991	5949
X	55035488	55057497	212
X	40691097	40691815	100132831
10	74943120	75008620	23234
3	52489134	52527087	11188
2	208693027	208890284	389072
1	75198836	75232362	127253
16	4666494	4740975	23295
1	229566992	229569845	58
X	100652791	100662913	2717
7	8473585	8792593	30010
HSCHR6_MHC_SSTO	29687514	29703210	3134
3	46963216	47023500	151903
14	102690837	102771537	5891
1	28473677	28520447	5724
6	56911347	56920023	57691
6	3231637	3303607	389362
7	10971578	10979883	4697
10	60144782	60158981	7019
15	74392652	74430881	57611
17	29096406	29151794	51379
1	75594119	75627218	431707
HSCHR5_1_CTG1	69004901	69022788	8293
1	28525967	28559536	22826
10	105726959	105788991	9748
12	2055220	2113701	196513
3	23244511	23633284	7325
8	23154702	23282841	4017
20	29992648	30000641	245934
12	11460017	11463369	5545
8	145649000	145653931	51160
20	30028322	30038060	245936
1	153965161	154127592	91181
19	50194155	50216988	126129
20	30053309	30064560	245937
12	11504757	11548500	5542
1	6051526	6161253	8514
10	60272900	60591195	80114
20	30063096	30072708	28954
1	229577045	229644103	55746
6	56951642	57035105	26036
9	139901686	139923367	20
16	74655292	74700779	55159
8	53023399	53373519	9705
6	112429963	112576141	3910
12	11544476	11653975	653247
5	1317859	1345214	81037
14	23299088	23304246	122704
15	47476298	48066420	80031
16	47495034	47735434	5257
22	40139049	40289868	150350
16	4743695	4745860	84309
11	118415243	118443685	56912
7	87256864	87461611	154661
8	23243296	23315208	9583
1	75667816	76076801	204962
2	47630108	47789450	4436
2	162164549	162268228	10213
16	74705753	74734858	197259
4	83739814	83822319	22872
3	121706170	121741051	286676
21	47556176	47575481	10841
HSCHR6_MHC_MANN	31694219	31710687	7920
5	149109861	149234585	133522
22	40297086	40369725	9402
X	42636722	42637330	80316
X	100663283	100669121	3188
3	148747914	148804341	6596
7	120965421	120981158	51384
X	55101496	55105342	389860
16	74746853	74808729	79152
2	208986331	208989225	1421
17	10725792	10741762	644139
12	133707570	133778955	10795
12	11802788	12048336	2120
2	208992861	208994554	1420
X	55115441	55119275	203569
7	11013499	11209250	9678
2	209007297	209010892	1419
7	120988905	121036418	10447
3	47021173	47051193	23218
2	209025464	209028300	1418
5	49961733	50142356	79668
2	85829979	85876403	10713
1	28562620	28573417	93974
11	28042167	28129855	81930
20	30102231	30157370	81502
22	40390953	40439533	113828
6	85397069	85474237	9096
8	145654165	145669827	4796
1	229652329	229694442	23456
17	62079954	62097994	3384
2	209030067	209054797	389073
13	99445741	99738879	23348
17	11144580	11467380	388336
11	71796941	71814433	55004
18	9708162	9862548	11031
1	28586038	28609002	83667
8	53446597	53478067	389658
14	69725994	69821183	57452
16	4746513	4784379	124401
16	74907468	75034071	79726
HSCHR5_1_CTG1	69477955	69510579	728340
11	28129795	28355054	196074
19	11485361	11487627	126074
18	9885763	9889272	84203
4	2845584	2931803	118
1	229728858	229761794	27097
7	121513143	121702090	5803
11	118443105	118473748	372
3	23847394	23932807	7324
HSCHR6_MHC_SSTO	29791438	29795610	3135
10	75006510	75012451	51021
2	209100951	209130798	3417
19	11488236	11495018	2057
21	47581062	47604390	84221
8	53535016	53658403	9821
9	139921916	139931234	401563
11	30031288	30038570	3739
9	139924626	139927462	2529
6	86159809	86205500	4907
11	30252563	30256808	2488
1	229761981	229795946	9816
5	172571445	172591390	662
22	40440821	40731812	23112
7	100331249	100395419	7455
11	71817424	71823826	25906
17	29158988	29222887	79915
1	28655513	28662476	54797
9	139933922	139940655	56654
11	30344598	30359774	120534
18	9913999	9960018	9218
3	23933151	23988082	28512
19	35842445	35843367	2864
1	76190036	76253260	34
12	12202778	12364018	79370
2	99410309	99552722	343990
19	35849362	35851387	2865
5	72921983	73237818	64283
11	30406040	30608419	744
HSCHR6_MHC_MANN	31714135	31725073	259215
1	28696114	28826881	65979
5	149237519	149324356	5145
12	123349882	123380991	79720
19	35934809	35942669	2867
1	230193536	230417870	2590
X	55169535	55187743	90736
15	74466012	74469213	3671
X	100805514	100809683	51309
19	35978226	35986460	388533
14	23305766	23318236	4323
9	139942550	139948497	954
19	11495017	11530018	57139
HSCHR6_MHC_DBB	31656815	31667754	259215
10	60936350	61007534	84457
HSCHR6_MHC_SSTO	29897513	29902154	3105
3	187871072	188608460	4026
X	100870110	100872991	54470
16	4784273	4799397	146562
7	45039074	45116068	83605
HSCHR6_MHC_DBB	31656856	31667868	259215
9	73143979	74061820	80036
7	87462883	87505672	55972
8	23386318	23432976	51312
1	230457392	230561475	79605
9	139956581	139965040	89958
2	37458774	37480546	55471
8	53850991	53853677	2831
22	40742507	40786467	158
HSCHR6_MHC_DBB	31665306	31667754	259215
HSCHR6_MHC_DBB	31665306	31667754	58530
6	3269196	3457256	63027
18	3593730	3598350	649446
11	30851916	31391357	341019
8	54138284	54164257	4986
3	23958036	23965183	6138
HSCHR5_1_CTG1	69966745	70078950	55814
HSCHR6_MHC_MANN	31714176	31725187	259215
16	4798240	4817625	26048
9	139971953	139978991	91373
X	55246788	55250541	90737
15	48413169	48434869	283652
2	234384166	234475428	55230
HSCHR6_MHC_DBB	31668544	31676660	80739
6	30070674	30080883	11074
HSCHR6_MHC_MANN	31722629	31725073	259215
HSCHR6_MHC_MANN	31722629	31725073	58530
21	47608055	47648738	4047
17	11501748	11873065	1770
X	100877787	100882833	51566
1	230778235	230829728	22796
8	23536206	23540440	4824
8	23559964	23564111	137814
HSCHR6_MHC_MANN	31725863	31733980	80739
1	6161853	6240183	26038
16	4827670	4838522	124404
6	57037124	57054631	9532
8	23699428	23712320	6781
19	50243010	50266587	60385
7	11409984	11871824	221981
2	162272605	162282381	10716
X	132158659	132231137	83844
3	52529354	52558511	23166
5	138204612	138211057	26045
14	45672393	45722743	55320
X	132350697	132352376	51270
12	58087738	58115340	10956
9	139981379	140003635	11253
6	57053607	57087078	51715
1	76251879	76260764	692085
1	76251879	76260764	26805
1	76251879	76260764	26804
1	76251879	76260764	5876
1	230838269	230850043	183
X	132434131	132549518	2239
12	123405498	123466196	23457
13	99853028	100038688	337867
HSCHR6_MHC_SSTO	30016261	30022268	30834
5	172659112	172662360	1482
2	37477645	37551951	23683
22	40766595	40806293	27352
10	75013517	75118617	118491
19	107471	111696	81099
10	97471536	97637023	953
18	10454625	10489945	147495
19	50270225	50310370	160
15	48431625	48470714	50804
10	12207324	12238143	11164
14	23340822	23350789	26020
19	281040	291393	8612
5	172741716	172756506	8614
1	230883130	230937749	10753
5	138282409	138629246	64374
8	24151553	24216531	10863
HSCHR6_MHC_MANN	31725917	31729114	80740
8	54628117	54756118	51606
13	99906968	99913998	2841
11	118477155	118528741	23187
13	99946784	99959659	1880
5	173034517	173043663	91272
18	10525902	10552758	8774
10	105791044	105845760	1308
19	305575	344798	54531
17	5082831	5095178	84622
HSCHR6_MHC_MANN	31734308	31737887	23564
13	100153671	100216260	9375
3	23986751	24022109	9975
1	230972865	231005335	84886
8	101928753	101965616	7534
9	140004994	140009629	29952
17	5112256	5138155	388325
1	76262567	76378923	4438
14	69846848	69865344	2079
17	74385532	74449288	63893
1	154127784	154167124	7170
11	31391387	31453396	120526
2	10281509	10351851	348738
11	71825915	71850936	2352
2	234526291	234681956	54659
2	234526291	234681956	54658
2	234526291	234681956	54600
2	234526291	234681956	54579
2	234526291	234681956	54576
1	76384558	76398116	127247
10	320130	735683	22982
14	23352374	23356895	161253
HSCHR6_MHC_SSTO	30024068	30027692	6992
X	55478538	55479998	28986
1	76540404	77100286	256435
13	100258919	100549387	171425
2	10443015	10567743	3241
X	55511049	55515635	158880
19	361750	376013	51298
18	5236723	5238597	147525
HSCHR6_MHC_COX	28493789	28502728	2880
2	99613724	99771427	80705
HSCHR6_MHC_MCF	29523204	29527517	10537
X	55649833	55652621	139628
18	5232875	5246507	339290
3	121774213	121839983	942
2	128458597	128461385	84826
HSCHR6_MHC_MCF	29555489	29556551	7932
HSCHR6_MHC_SSTO	30027625	30033246	80352
11	31453948	31531192	196294
7	12250867	12282993	54664
17	5185558	5289129	9135
11	71900602	71907345	2348
1	77333126	77531396	81849
X	55744172	55785207	10325
6	30103885	30116512	135644
9	74298282	74431606	23670
12	12268959	12419946	4040
2	209130991	209223475	200576
X	132669773	133119922	2719
16	48116884	48189929	94160
13	100615218	100624163	85416
10	61005890	61122939	220965
15	74471807	74504608	64220
HSCHR6_MHC_COX	28539408	28555112	114821
2	128603840	128615731	5433
13	100634026	100639018	7546
X	100910267	100914876	9823
17	38785049	38821393	125113
17	80005778	80009707	5986
1	231041989	231114621	79573
HSCHR6_MHC_MANN	31737851	31747033	1192
5	173315283	173388979	80315
16	4846969	4852951	79641
1	77554675	77685115	10026
11	31531297	31805546	26610
HSCHR6_MHC_MCF	29624568	29639934	4340
X	133371077	133380237	347475
11	71927645	71932994	2350
6	30119722	30128711	10107
17	62116502	62208179	2081
7	121715701	121784334	10157
3	81538850	81811312	2632
4	2932288	2936586	10227
7	154735397	154794794	22976
15	48483736	48495953	399697
4	41746099	41750987	8929
HSCHR6_MHC_COX	28871599	28892590	5987
18	10666480	11148587	63895
X	133507283	133562820	84295
12	95867296	95909615	10988
2	234545100	234681951	54575
13	100741269	101182686	5095
2	128619204	128643496	83607
14	69864732	69929105	55334
19	405438	409139	126567
9	74477368	74525847	51104
6	62389865	62996132	202559
17	56618948	56621729	284083
4	41937137	41962589	55161
HSCHR6_MHC_MCF	29639954	29648669	346171
5	173400782	173433143	133491
HSCHR6_MHC_SSTO	30060269	30070469	11074
17	74449433	74466199	15
1	77747736	78025651	26289
X	56258854	56314322	11279
19	416583	460996	25759
9	74526426	74600970	138241
3	121902530	122005342	846
6	86215214	86303874	57231
11	71934745	71950149	3636
HSCHR6_MHC_DBB	31668598	31671795	80740
2	234580499	234681946	54600
19	50310126	50320633	80199
1	28832455	28865812	1104
HSCHR6_MHC_MCF	29687668	29690477	3134
8	102190106	102218421	51123
2	234590584	234681945	54577
2	234590584	234681945	54576
15	48483861	48596275	6557
9	74666292	74687733	138240
17	62224587	62340661	55852
1	231114727	231136341	64801
17	38810917	38821433	125113
19	463346	474983	284451
HSCHR6_MHC_SSTO	30093487	30106107	135644
4	2939660	2965112	8602
2	10580094	10588630	4953
13	101183810	101241782	87769
HSCHR6_MHC_DBB	31676987	31680566	23564
1	231154704	231175992	375061
8	54764368	54871863	8601
14	23369854	23388393	55147
7	87505531	87538856	10926
19	489176	505347	8174
5	173472607	173670504	51617
1	154171848	154178809	388701
2	37571717	37600465	25797
HSCHR6_MHC_MANN	31747261	31754696	4439
22	40806285	41032706	57591
17	56634039	56769416	56155
8	102504660	102681954	79977
1	231297858	231357302	440730
19	11531272	11546603	115948
3	188665003	189043093	285386
2	128698791	128785694	79595
1	78028101	78149104	26009
14	89290497	89344335	123016
1	6241329	6269449	6146
17	29224354	29233838	79736
9	74729511	74872109	9615
12	51984050	52206648	6334
13	101256181	101327347	84899
6	63985856	64029882	51557
8	24241798	24263526	27299
5	1392909	1445545	6531
2	162280843	162841792	57282
1	28879597	28905051	54952
17	38854243	38860002	192666
2	234600253	234681946	54578
20	30193086	30194318	3397
6	64231666	64293492	7803
18	8360818	8367032	100192426
21	47655047	47706211	8888
17	38904273	38911584	147183
1	231359509	231376933	128061
14	69951409	69995215	400224
20	30225691	30232809	84701
HSCHR6_MHC_SSTO	30109310	30118301	10107
17	38922490	38928414	353288
HSCHR6_MHC_MCF	29791626	29795784	3135
X	133594183	133654543	3251
16	4853204	4897343	84656
6	112668532	112672498	442247
1	6265535	6281359	388591
1	28915835	28969597	6883
X	56590026	56593443	29978
12	12482198	12503475	54682
17	29233362	29286340	55803
5	174151536	174157896	4488
9	140032842	140063207	2902
20	30252255	30311792	598
X	57002803	57021970	169981
17	38933060	38938786	342574
6	114178541	114184648	4082
X	101087085	101112549	55998
11	31806340	31839509	5080
12	12510013	12619840	118426
X	133699868	133898352	10761
